49156,17268,102838,398498
49156,312809,102838,133473
49156,13920,102838,258955
49156,89822,102838,199296
49156,144261,94164,263810
49156,244595,94164,340091
24582,173347,9805,176
24582,284845,9805,174
24582,2487,9805,204664
24582,235266,12942,238793
24582,336198,1495,39397
24582,15630,1495,402985
24582,107995,1495,157041
24582,14503,1495,174
24582,10647,1495,377793
24582,27180,1495,104189
24582,98079,9805,29092
24582,82986,9805,41297
24582,12324,9805,40722
24582,2516,26503,531
24582,26564,26503,100936
24582,13816,26503,1087
24582,845,26503,40722
24582,203345,26503,37652
24582,51074,14496,24074
24582,565,14496,22328
24582,193578,14496,833
24582,69526,14496,3019
24582,235266,8448,138615
24582,209430,8448,46706
24582,250715,8448,19639
24582,12985,8448,41740
24582,26148,8448,29196
24582,30010,8448,28551
24582,814,8448,276829
24582,7795,8448,7537
24582,1502,8448,393775
24582,38244,32533,402985
24582,43681,32533,53300
24582,155818,21118,28549
24582,31622,21118,40123
24582,236843,21118,1194
24582,359414,39820,406076
24582,61110,39820,280346
24582,113392,39820,4215
24582,244953,39820,40444
24582,6224,19069,22328
24582,58927,19069,7579
24582,55372,19069,402985
24582,203345,19069,28551
24582,3210,19069,119376
24582,16013,19069,357664
24582,251765,19340,402985
24582,7982,19340,311041
24582,3272,19340,11576
24582,3221,19340,336198
24582,70436,11889,137113
24582,40543,11889,65635
24582,10270,11889,298301
24582,2138,11889,39397
24582,66924,11889,264389
24582,28974,11889,11576
24582,7984,10288,29196
24582,107164,9357,4631
24582,2759,9357,47030
24582,1266,9357,40123
24582,40369,9357,43153
24582,31623,9357,54634
24582,144378,9357,69404
24582,166991,9357,176
24582,40369,9357,43748
24582,79797,49877,53557
24582,51917,49877,54634
24582,45376,49877,39397
24582,99914,7605,14621
24582,14621,7605,49092
24582,23045,7605,349728
24582,33191,7605,77112
24582,13581,31007,6701
24582,65879,31007,53557
24582,10338,31007,11047
24582,9134,31007,68107
24582,44039,31007,280346
24582,334504,11889,6349
24582,55178,11889,84711
24582,14730,11889,5576
24582,39413,11889,264389
24582,296038,11889,6701
24582,166601,11889,280346
24582,426,11889,51332
24582,77855,11889,77502
24582,84057,11889,82041
24582,31293,11889,31915
24582,14910,11889,93009
24582,7319,58936,47653
24582,3704,58936,151669
24582,11768,58936,77502
24582,922,58936,68107
24582,3713,58936,105762
24582,11344,58936,31936
24582,69355,58936,280346
24582,198555,24014,54349
24582,72391,24014,53557
24582,1583,24014,78764
24582,198396,24014,280346
24582,115586,31007,119836
24582,154943,31007,1619
24582,65880,31007,2206
24582,334504,31007,71858
24582,210452,31007,55126
24582,219860,7542,114091
24582,13031,7542,53557
24582,186151,58067,29196
24582,125729,58067,40300
24582,78200,58067,40299
24582,21244,58067,198650
24582,118762,58067,11175
24582,31293,58067,127594
24582,241728,58067,87480
24582,70945,17374,299149
24582,90339,34363,20530
24582,76883,34363,75604
24582,95410,34363,72527
24582,139749,34363,51447
24582,83765,34363,694
24582,188514,34363,69933
24582,8189,34363,70490
24582,95775,34363,78764
24582,137248,58067,94952
24582,114742,64352,94952
24582,121657,64352,131356
24582,42946,64352,176
24582,253941,74452,92326
24582,56242,74452,15233
24582,382444,74452,94952
24582,139753,35349,377093
24582,118418,35349,71116
24582,86165,35349,24383
24582,2509,35349,38980
24582,334504,87183,78369
24582,61449,35297,156498
24582,30950,34363,5675
24582,61110,34363,363322
24582,151172,58936,1616
24582,124395,46016,98422
24582,83305,46016,183299
24582,83566,46016,102646
24582,278511,46016,38877
24582,59198,46016,109473
24582,306604,69776,400225
24582,183192,69776,38877
24582,2142,69776,175
24582,77317,31007,378127
24582,6225,31007,61167
24582,90195,31007,313478
24582,342000,31007,28132
24582,217528,34363,101751
24582,81702,34363,85174
24582,151172,34363,98457
24582,106621,49367,104897
24582,263099,34363,115969
24582,61145,20415,119376
24582,402124,20415,355715
24582,168181,34363,6861
24582,300285,34363,15233
24582,344237,104314,385120
24582,218551,131291,218551
24582,145889,131291,134219
24582,201233,33783,183438
24582,250183,33783,239390
24583,112826,81835,142757
24583,330498,39119,112903
24583,104778,364066,398498
24583,398360,232213,398498
65545,329521,44709,243239
65545,107164,44709,181737
65545,56276,44709,427
65545,3214,54745,16957
65545,3209,54745,4315
65545,76553,54745,19220
65545,31936,54745,81955
65545,83443,3787,362602
65545,80722,3787,63586
65545,11461,3787,81955
65545,626,38081,626
65545,141429,38081,9487
65545,9487,38081,141429
65545,35488,46019,283735
65545,99178,37237,72798
65545,59173,21683,19220
65545,1226,72203,12350
65545,8936,75354,92192
65545,155818,46019,31003
65545,101851,46019,2492
65545,16885,46019,24069
65545,59198,46019,243239
65545,84992,46019,29012
65545,93135,55018,118907
65545,86310,55018,5059
65545,8341,55018,1419
65545,10389,55018,5594
65545,189330,55018,14434
65545,21329,67634,86542
65545,334504,67634,16654
65545,125693,19069,197139
65545,76811,19069,222071
65545,56276,59371,7686
65545,42502,59371,54204
65545,9316,46019,122215
65545,99157,46019,98238
65545,218671,46019,234573
65545,58573,61754,353483
65545,150806,61754,2500
65545,95394,12055,31053
65545,9990,33615,97034
65545,126932,33615,83765
65545,258359,33615,192606
65545,21414,12976,2301
65545,370883,12976,110822
65545,55178,12976,159580
65545,94484,12976,96233
65545,74585,68245,344237
65545,46868,78554,392513
65545,88479,78554,160668
65545,7984,11173,12069
152919,71826,161478,338469
152919,7674,154569,250715
139279,189798,207907,321039
286739,151172,132930,344237
32788,3214,33615,84495
32788,84100,33615,93488
32788,14956,33615,385120
32788,369695,48275,84495
32788,282471,48275,183192
32788,12631,46016,101077
32788,17385,46016,78935
32788,97034,46016,65757
32788,257593,46016,80012
32788,374903,46016,17642
32788,8909,46016,41322
32788,104867,136905,161649
32788,282471,55046,59477
32788,94593,66818,346006
32788,214323,62633,113366
32788,167174,62633,213564
32788,241086,62633,21244
32788,102607,100007,161649
32788,357664,100007,21244
32788,71826,140230,213564
32788,123246,140230,247847
32788,67632,140230,151172
32788,160105,33586,385120
32788,244595,55046,266808
32788,184188,87165,125729
32788,117346,87165,176969
32788,5259,275042,246883
32788,194375,275042,201097
32788,390375,21918,135625
32788,339656,21918,151172
32788,11072,83882,400550
32788,426,83882,48955
32788,100029,45094,161649
32788,254046,111902,127179
32788,161649,3624,17442
81941,21988,49367,65161
81941,98895,50487,191609
81941,96390,50487,155938
81941,14621,49367,217528
81941,373096,98564,133350
81941,296321,98564,170590
81941,217633,98564,358329
81941,88891,24249,109585
81941,117599,118367,132561
81941,270614,95615,275224
81941,28132,10297,404248
81941,114092,128299,26508
81941,284692,20415,230070
81941,406680,138112,339324
32792,207141,3737,398498
32792,2326,3737,99925
32792,626,3737,160435
154287,138239,3624,34845
154287,330498,3624,197999
131100,63459,5649,100542
131100,221420,5649,99608
131100,223179,5649,9990
131100,28571,34274,11133
131100,200358,244364,354827
131100,138239,239690,290421
131100,385120,68760,186373
131100,299965,34274,97330
131100,65123,34274,168268
131100,236408,260205,385120
131100,174226,260205,392479
131100,129298,260205,60582
131100,154637,260205,149016
131100,395153,5649,256457
131100,377146,266418,166096
131100,276839,34274,124860
131100,231317,260370,13702
131100,9990,260205,335060
131100,151172,98924,290421
131100,13118,34274,286618
131100,9990,34274,212495
131100,349737,35148,2544
131100,385120,34274,261711
107410,385120,119773,24739
139298,312514,104701,151172
32805,165415,10098,77320
32805,242063,10098,77317
32805,107164,10098,257763
32805,376351,10098,13581
32805,38244,10098,6433
32805,3212,27497,3212
32805,295917,27497,34518
32805,50008,27497,28763
32805,95775,27497,19266
32805,76787,27497,404721
32805,10513,55018,14956
32805,77855,55018,77319
32805,164836,21668,77320
32805,169331,21668,40930
32805,16,21668,80590
32805,81759,66783,77319
32805,102656,66783,77317
32805,354656,66783,78733
172070,141980,136905,102564
172070,123618,150422,99178
172070,125099,150422,34746
172070,172374,176651,184326
172070,172375,176651,172375
172070,22904,176651,22904
172070,399799,155910,244595
172070,280029,201344,122848
172070,341843,95615,232772
172070,244595,100287,78964
172070,179260,106697,390974
172070,131348,106697,167325
172070,59862,201344,8936
39,312514,6250,97287
39,49666,6250,1375
39,37652,7084,87755
39,15630,32432,424
39,28594,32432,32148
39,46780,32432,242346
39,5596,32432,389935
39,51447,32432,207237
39,29456,17111,144653
39,55372,17111,2931
39,160668,13221,25969
39,36335,13221,67620
39,22374,13221,39507
39,32613,13221,8590
39,106621,13221,96774
39,342484,43182,24383
39,385120,43230,11030
39,57977,43230,76553
39,84024,43230,76552
39,67257,43230,6034
39,55798,43230,11047
39,11579,43230,183192
39,301386,43230,213105
39,191628,7034,9351
39,12944,7034,47219
39,13618,7034,76553
39,30812,23238,76553
39,88358,43230,17557
39,117112,43230,89680
39,45982,43230,2263
39,335715,128270,4645
39,295917,128270,298231
81960,55834,48275,118924
81960,86542,19069,8936
81960,136404,19069,93340
81960,76811,19069,232963
81960,23926,19069,51917
81960,93186,19069,28173
81960,57551,19069,8217
81960,240254,69150,2492
81960,58057,78554,109050
81960,58704,54221,123503
81960,8036,97152,7984
42332,36704,40340,149368
57386,66806,67574,84008
57386,38383,67574,406617
57386,21244,67574,34326
57386,53853,13456,7688
41004,37539,21554,76844
41006,7688,31192,50817
41006,53647,60493,25627
147505,135625,71578,29763
