150569,13578
150569,175446
150569,86415
150569,71826
150569,66438
150569,63328
150569,113596
150569,154971
150569,126945
150569,38471
150569,160675
150569,160674
150569,135541
150569,8909
150569,157824
150569,147735
150569,116684
150569,113113
150569,121397
150569,92633
150569,97452
150569,89367
150569,111525
150569,58057
150569,110693
150569,131041
150569,41771
150569,135913
150569,58590
150569,86808
150569,143743
150569,143745
150569,77319
150569,77320
150569,93579
150569,118052
150569,93580
150569,93581
150569,118051
150569,77318
150569,77317
122424,71826
122424,130702
122424,128242
122424,121397
122424,126305
122424,72830
122424,128515
122424,105767
122424,90856
122424,80665
122424,187518
122424,8936
122424,73908
122424,114494
122424,190773
122424,93153
122424,172506
122424,8933
122424,135404
122424,98849
122424,4934
149054,287725
149054,119353
149054,114747
149054,116551
149054,168105
149054,113113
149054,131632
149054,114495
149054,107164
149054,25627
149054,58057
149054,159486
149054,191962
149054,51898
149054,190444
149054,166019
149054,151817
149054,27692
149054,165181
149054,220142
149054,275291
149054,167048
149054,220143
149054,220144
64498,67662
64498,42090
64498,28173
64498,1502
64498,71868
64498,93977
64498,30896
64498,25627
64498,76897
64498,7688
64498,76844
64498,12115
64498,77305
64498,65289
64498,55798
64498,77319
64498,77320
64498,77318
64498,77317
968,49774
968,64102
968,11258
968,24225
968,6924
968,24512
968,19633
968,6026
968,24350
968,53169
968,15913
968,2946
968,565
968,33140
968,37102
968,25627
968,14944
968,17385
968,64975
968,48211
968,24112
968,38980
968,39746
968,3401
968,55427
968,12631
968,24021
968,22465
968,15984
2494,2488
2494,2490
2494,14232
2494,28173
2494,2497
2494,12227
2494,531
2494,34746
2494,6860
2494,6026
2494,33380
2494,12834
2494,5923
2494,18543
2494,27803
2494,5020
2494,8199
2494,13730
2494,2946
2494,28450
2494,23897
2494,14944
2494,17385
2494,1268
2494,8664
2494,8578
2494,16655
2494,14286
2494,29405
2494,10926
2494,24021
2494,22465
2494,12115
2494,27108
2494,33331
2494,14138
2494,6055
2494,15917
2494,3748
2494,29211
219464,110902
219464,65289
219464,179260
26435,201110
26435,32329
26435,14232
26435,54549
26435,26266
26435,63165
26435,18829
26435,131832
26435,218100
26435,162409
26435,97078
26435,129298
26435,184783
26435,95105
26435,190400
26435,16999
26435,142107
26435,150597
26435,124131
26435,117845
26435,154368
26435,166154
26435,192178
26435,194215
26435,207689
26435,203341
26435,67192
26435,162446
26435,116859
26435,59862
26435,65289
26435,119310
26435,164063
26435,132694
26435,158406
26435,78520
26435,190036
26435,228389
26435,174635
124227,65786
83337,12514
83337,32329
83337,2500
83337,2490
83337,202442
83337,146193
83337,24026
83337,167223
83337,158946
83337,106749
83337,50008
83337,26218
83337,35488
83337,61449
83337,144481
83337,149078
83337,110902
83337,119272
83337,140581
83337,167898
83337,145131
83337,168105
83337,81542
83337,89159
83337,65832
83337,24350
83337,11461
83337,104410
83337,190252
83337,168309
83337,187890
83337,98973
83337,14956
83337,5933
83337,40544
83337,3173
83337,139108
83337,132397
83337,146646
83337,29589
83337,8909
83337,192007
83337,116684
83337,121397
83337,99157
83337,122097
83337,175070
83337,138459
83337,169178
83337,142224
83337,120812
83337,126305
83337,131008
83337,165141
83337,186050
83337,172436
83337,187647
83337,120401
83337,142045
83337,60165
83337,122271
83337,25627
83337,128515
83337,72798
83337,118152
83337,21244
83337,83566
83337,122174
83337,114527
83337,190858
83337,169618
83337,143896
83337,126666
83337,74630
83337,28431
83337,71101
83337,66624
83337,86189
83337,67197
83337,94349
83337,8936
83337,43181
83337,38052
83337,43947
83337,13145
83337,161355
83337,2531
83337,77305
83337,37835
83337,65289
83337,109585
83337,106579
83337,172506
83337,208414
83337,159302
83337,179260
83337,1432
83337,10963
83337,58590
83337,86808
83337,22764
83337,135404
83337,151817
83337,4935
54662,66438
54662,120401
54662,1195
341872,42090
341872,28173
341872,202442
341872,296243
341872,71826
341872,97078
341872,249005
341872,65832
341872,60246
341872,65786
341872,133660
341872,232029
341872,66358
