150569,115306
150569,82048
150569,71568
150569,160072
150569,160071
150569,2360
150569,34746
150569,159191
150569,10327
150569,10326
150569,55494
150569,13581
150569,65832
150569,78733
150569,154430
150569,87512
150569,14053
150569,15827
150569,14052
150569,130571
150569,51898
150569,94349
150569,43947
150569,13145
150569,13146
150569,149227
150569,149226
150569,149225
150569,78947
150569,65289
150569,146554
150569,55798
150569,116859
150569,59862
150569,55126
150569,132106
122424,167223
122424,131832
122424,102363
122424,146955
122424,112477
122424,97099
122424,138627
122424,531
122424,83572
122424,65832
122424,14956
122424,40544
122424,98973
122424,140388
122424,30913
122424,65881
122424,7844
122424,149783
122424,149784
122424,680
122424,165890
122424,107385
122424,87082
122424,83778
122424,77393
122424,13146
122424,63411
122424,169367
122424,169314
122424,81812
122424,77640
122424,4315
122424,421
122424,110156
122424,106579
122424,15917
149054,57693
149054,28173
149054,124497
149054,231956
149054,274038
149054,55211
149054,167223
149054,71826
149054,3214
149054,63097
149054,13679
149054,238434
149054,63096
149054,198981
149054,83572
149054,63095
149054,34746
149054,164618
149054,71193
149054,235587
149054,263520
149054,131539
149054,273311
149054,65832
149054,236752
149054,86493
149054,60246
149054,133660
149054,105099
149054,5933
149054,69624
149054,40544
149054,40543
149054,8909
149054,66358
149054,235912
149054,232029
149054,289359
149054,30896
149054,53647
149054,37102
149054,181103
149054,568
149054,99410
149054,78733
149054,173095
149054,232547
149054,145676
149054,213958
149054,274574
149054,83995
149054,111480
149054,330244
149054,339847
149054,279308
149054,81419
149054,71101
149054,230406
149054,199301
149054,111208
149054,269059
149054,284625
149054,215813
149054,106579
149054,172506
149054,97584
149054,15917
149054,86214
64498,65832
64498,95394
64498,79566
64498,93978
64498,91682
64498,38244
64498,77372
64498,81419
64498,72798
64498,86542
64498,90688
64498,77393
64498,17385
64498,83024
64498,66624
64498,64975
64498,43947
64498,86189
64498,13145
64498,22427
64498,32152
64498,46629
64498,60065
64498,74533
64498,89709
968,8048
968,5400
968,2360
968,1090
968,2205
968,2204
968,28132
968,22904
968,17557
968,10569
968,1217
968,1224
968,31915
968,18057
968,586
968,2121
968,2530
968,22764
968,5596
968,8933
968,1432
968,8399
968,8555
968,11698
968,2224
2494,52649
2494,37358
2494,638
2494,641
2494,293
2494,594
2494,371
2494,7296
2494,177
2494,172
2494,175
2494,16690
219464,82103
219464,65832
219464,17557
219464,22904
219464,188678
219464,113590
219464,11243
26435,7686
26435,187518
83337,14232
83337,71826
83337,2360
83337,97078
83337,147351
83337,124599
83337,77697
83337,60246
83337,65786
83337,568
83337,66804
83337,118991
83337,19220
83337,97342
83337,6055
83337,15917
83337,8933
83337,211772
83337,4934
341872,12514
341872,11175
341872,210269
341872,167701
341872,242505
341872,56716
341872,22328
341872,11630
341872,6074
341872,7502
341872,24074
341872,6013
341872,6076
341872,6925
341872,94961
341872,4934
341872,4935
331887,263164
331887,57693
331887,278049
331887,55211
331887,268927
331887,258383
331887,275252
331887,236504
331887,86493
331887,167607
331887,66624
331887,172506
331887,259513
331887,168798
126499,15917
126499,58590
126499,86808
257022,167804
257022,125497
257022,152105
257022,180342
257022,48720
257022,185689
257022,172124
257022,121445
257022,136402
257022,135987
257022,117218
257022,116949
257022,106391
257022,154661
257022,125699
257022,133026
257022,95155
257022,16690
257022,121444
257022,121443
257022,144045
257022,103809
257022,195468
257022,168283
257022,112719
257022,192980
257022,42303
132303,77284
132303,210269
132303,145153
132303,6925
132303,6013
132303,6014
132303,107003
132303,65832
132303,218551
132303,168450
132303,42723
132303,124599
132303,5923
132303,17557
132303,181270
132303,133660
132303,69930
132303,85174
132303,38244
132303,55357
132303,160952
132303,66804
132303,221454
132303,187518
132303,212712
132303,158738
132303,113590
132303,221067
132303,212584
132303,139465
132303,106579
132303,178477
24501,63165
24501,376437
24501,310108
24501,211916
24501,382066
24501,260022
24501,388974
24501,234177
24501,234632
24501,38099
24501,382732
24501,328500
125792,145153
125792,76883
125792,131236
125792,27803
125792,113592
125792,142400
125792,114487
125792,178679
125792,85174
125792,32751
125792,25082
125792,37652
125792,1653
125792,41297
125792,60330
125792,568
125792,46463
125792,38244
125792,570
125792,8492
125792,160179
125792,2130
125792,99720
125792,15116
125792,136175
125792,98520
125792,122820
125792,74134
125792,122577
125792,85584
125792,135088
125792,67632
125792,17443
125792,12149
125792,179272
125792,11327
125792,59330
125792,118402
125792,55357
125792,21244
125792,213564
125792,176753
125792,79850
125792,75473
125792,124361
125792,68107
125792,8789
125792,8791
